start_value,sequence_length,max_value,sequence
8600,27,8600,"[8600, 4300, 2150, 1075, 3226, 1613, 4840, 2420, 1210, 605, 1816, 908, 454, 227, 682, 341, 1024, 512, 256, 128, 64, 32, 16, 8, 4, 2, 1]"
8601,66,29032,"[8601, 25804, 12902, 6451, 19354, 9677, 29032, 14516, 7258, 3629, 10888, 5444, 2722, 1361, 4084, 2042, 1021, 3064, 1532, 766, 383, 1150, 575, 1726, 863, 2590, 1295, 3886, 1943, 5830, 2915, 8746, 4373, 13120, 6560, 3280, 1640, 820, 410, 205, 616, 308, 154, 77, 232, 116, 58, 29, 88, 44, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
8602,27,12904,"[8602, 4301, 12904, 6452, 3226, 1613, 4840, 2420, 1210, 605, 1816, 908, 454, 227, 682, 341, 1024, 512, 256, 128, 64, 32, 16, 8, 4, 2, 1]"
8603,172,98008,"[8603, 25810, 12905, 38716, 19358, 9679, 29038, 14519, 43558, 21779, 65338, 32669, 98008, 49004, 24502, 12251, 36754, 18377, 55132, 27566, 13783, 41350, 20675, 62026, 31013, 93040, 46520, 23260, 11630, 5815, 17446, 8723, 26170, 13085, 39256, 19628, 9814, 4907, 14722, 7361, 22084, 11042, 5521, 16564, 8282, 4141, 12424, 6212, 3106, 1553, 4660, 2330, 1165, 3496, 1748, 874, 437, 1312, 656, 328, 164, 82, 41, 124, 62, 31, 94, 47, 142, 71, 214, 107, 322, 161, 484, 242, 121, 364, 182, 91, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890]"
8604,110,176740,"[8604, 4302, 2151, 6454, 3227, 9682, 4841, 14524, 7262, 3631, 10894, 5447, 16342, 8171, 24514, 12257, 36772, 18386, 9193, 27580, 13790, 6895, 20686, 10343, 31030, 15515, 46546, 23273, 69820, 34910, 17455, 52366, 26183, 78550, 39275, 117826, 58913, 176740, 88370, 44185, 132556, 66278, 33139, 99418, 49709, 149128, 74564, 37282, 18641, 55924, 27962, 13981, 41944, 20972, 10486, 5243, 15730, 7865, 23596, 11798, 5899, 17698, 8849, 26548, 13274, 6637, 19912, 9956, 4978, 2489, 7468, 3734, 1867, 5602, 2801, 8404, 4202, 2101, 6304, 3152, 1576, 788, 394, 197, 592, 296, 148, 74, 37, 112, 56, 28, 14, 7, 22, 11, 34, 17, 52, 26]"
8605,110,176740,"[8605, 25816, 12908, 6454, 3227, 9682, 4841, 14524, 7262, 3631, 10894, 5447, 16342, 8171, 24514, 12257, 36772, 18386, 9193, 27580, 13790, 6895, 20686, 10343, 31030, 15515, 46546, 23273, 69820, 34910, 17455, 52366, 26183, 78550, 39275, 117826, 58913, 176740, 88370, 44185, 132556, 66278, 33139, 99418, 49709, 149128, 74564, 37282, 18641, 55924, 27962, 13981, 41944, 20972, 10486, 5243, 15730, 7865, 23596, 11798, 5899, 17698, 8849, 26548, 13274, 6637, 19912, 9956, 4978, 2489, 7468, 3734, 1867, 5602, 2801, 8404, 4202, 2101, 6304, 3152, 1576, 788, 394, 197, 592, 296, 148, 74, 37, 112, 56, 28, 14, 7, 22, 11, 34, 17, 52, 26]"
8606,110,176740,"[8606, 4303, 12910, 6455, 19366, 9683, 29050, 14525, 43576, 21788, 10894, 5447, 16342, 8171, 24514, 12257, 36772, 18386, 9193, 27580, 13790, 6895, 20686, 10343, 31030, 15515, 46546, 23273, 69820, 34910, 17455, 52366, 26183, 78550, 39275, 117826, 58913, 176740, 88370, 44185, 132556, 66278, 33139, 99418, 49709, 149128, 74564, 37282, 18641, 55924, 27962, 13981, 41944, 20972, 10486, 5243, 15730, 7865, 23596, 11798, 5899, 17698, 8849, 26548, 13274, 6637, 19912, 9956, 4978, 2489, 7468, 3734, 1867, 5602, 2801, 8404, 4202, 2101, 6304, 3152, 1576, 788, 394, 197, 592, 296, 148, 74, 37, 112, 56, 28, 14, 7, 22, 11, 34, 17, 52, 26]"
8607,172,147076,"[8607, 25822, 12911, 38734, 19367, 58102, 29051, 87154, 43577, 130732, 65366, 32683, 98050, 49025, 147076, 73538, 36769, 110308, 55154, 27577, 82732, 41366, 20683, 62050, 31025, 93076, 46538, 23269, 69808, 34904, 17452, 8726, 4363, 13090, 6545, 19636, 9818, 4909, 14728, 7364, 3682, 1841, 5524, 2762, 1381, 4144, 2072, 1036, 518, 259, 778, 389, 1168, 584, 292, 146, 73, 220, 110, 55, 166, 83, 250, 125, 376, 188, 94, 47, 142, 71, 214, 107, 322, 161, 484, 242, 121, 364, 182, 91, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890]"
8608,35,8608,"[8608, 4304, 2152, 1076, 538, 269, 808, 404, 202, 101, 304, 152, 76, 38, 19, 58, 29, 88, 44, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
8609,172,44224,"[8609, 25828, 12914, 6457, 19372, 9686, 4843, 14530, 7265, 21796, 10898, 5449, 16348, 8174, 4087, 12262, 6131, 18394, 9197, 27592, 13796, 6898, 3449, 10348, 5174, 2587, 7762, 3881, 11644, 5822, 2911, 8734, 4367, 13102, 6551, 19654, 9827, 29482, 14741, 44224, 22112, 11056, 5528, 2764, 1382, 691, 2074, 1037, 3112, 1556, 778, 389, 1168, 584, 292, 146, 73, 220, 110, 55, 166, 83, 250, 125, 376, 188, 94, 47, 142, 71, 214, 107, 322, 161, 484, 242, 121, 364, 182, 91, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890]"
8610,79,39364,"[8610, 4305, 12916, 6458, 3229, 9688, 4844, 2422, 1211, 3634, 1817, 5452, 2726, 1363, 4090, 2045, 6136, 3068, 1534, 767, 2302, 1151, 3454, 1727, 5182, 2591, 7774, 3887, 11662, 5831, 17494, 8747, 26242, 13121, 39364, 19682, 9841, 29524, 14762, 7381, 22144, 11072, 5536, 2768, 1384, 692, 346, 173, 520, 260, 130, 65, 196, 98, 49, 148, 74, 37, 112, 56, 28, 14, 7, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
8611,79,39364,"[8611, 25834, 12917, 38752, 19376, 9688, 4844, 2422, 1211, 3634, 1817, 5452, 2726, 1363, 4090, 2045, 6136, 3068, 1534, 767, 2302, 1151, 3454, 1727, 5182, 2591, 7774, 3887, 11662, 5831, 17494, 8747, 26242, 13121, 39364, 19682, 9841, 29524, 14762, 7381, 22144, 11072, 5536, 2768, 1384, 692, 346, 173, 520, 260, 130, 65, 196, 98, 49, 148, 74, 37, 112, 56, 28, 14, 7, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
8612,79,39364,"[8612, 4306, 2153, 6460, 3230, 1615, 4846, 2423, 7270, 3635, 10906, 5453, 16360, 8180, 4090, 2045, 6136, 3068, 1534, 767, 2302, 1151, 3454, 1727, 5182, 2591, 7774, 3887, 11662, 5831, 17494, 8747, 26242, 13121, 39364, 19682, 9841, 29524, 14762, 7381, 22144, 11072, 5536, 2768, 1384, 692, 346, 173, 520, 260, 130, 65, 196, 98, 49, 148, 74, 37, 112, 56, 28, 14, 7, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
8613,79,39364,"[8613, 25840, 12920, 6460, 3230, 1615, 4846, 2423, 7270, 3635, 10906, 5453, 16360, 8180, 4090, 2045, 6136, 3068, 1534, 767, 2302, 1151, 3454, 1727, 5182, 2591, 7774, 3887, 11662, 5831, 17494, 8747, 26242, 13121, 39364, 19682, 9841, 29524, 14762, 7381, 22144, 11072, 5536, 2768, 1384, 692, 346, 173, 520, 260, 130, 65, 196, 98, 49, 148, 74, 37, 112, 56, 28, 14, 7, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
8614,79,39364,"[8614, 4307, 12922, 6461, 19384, 9692, 4846, 2423, 7270, 3635, 10906, 5453, 16360, 8180, 4090, 2045, 6136, 3068, 1534, 767, 2302, 1151, 3454, 1727, 5182, 2591, 7774, 3887, 11662, 5831, 17494, 8747, 26242, 13121, 39364, 19682, 9841, 29524, 14762, 7381, 22144, 11072, 5536, 2768, 1384, 692, 346, 173, 520, 260, 130, 65, 196, 98, 49, 148, 74, 37, 112, 56, 28, 14, 7, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
8615,79,65428,"[8615, 25846, 12923, 38770, 19385, 58156, 29078, 14539, 43618, 21809, 65428, 32714, 16357, 49072, 24536, 12268, 6134, 3067, 9202, 4601, 13804, 6902, 3451, 10354, 5177, 15532, 7766, 3883, 11650, 5825, 17476, 8738, 4369, 13108, 6554, 3277, 9832, 4916, 2458, 1229, 3688, 1844, 922, 461, 1384, 692, 346, 173, 520, 260, 130, 65, 196, 98, 49, 148, 74, 37, 112, 56, 28, 14, 7, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
8616,35,8616,"[8616, 4308, 2154, 1077, 3232, 1616, 808, 404, 202, 101, 304, 152, 76, 38, 19, 58, 29, 88, 44, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
8617,172,209680,"[8617, 25852, 12926, 6463, 19390, 9695, 29086, 14543, 43630, 21815, 65446, 32723, 98170, 49085, 147256, 73628, 36814, 18407, 55222, 27611, 82834, 41417, 124252, 62126, 31063, 93190, 46595, 139786, 69893, 209680, 104840, 52420, 26210, 13105, 39316, 19658, 9829, 29488, 14744, 7372, 3686, 1843, 5530, 2765, 8296, 4148, 2074, 1037, 3112, 1556, 778, 389, 1168, 584, 292, 146, 73, 220, 110, 55, 166, 83, 250, 125, 376, 188, 94, 47, 142, 71, 214, 107, 322, 161, 484, 242, 121, 364, 182, 91, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890]"
8618,35,12928,"[8618, 4309, 12928, 6464, 3232, 1616, 808, 404, 202, 101, 304, 152, 76, 38, 19, 58, 29, 88, 44, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
8619,141,95956,"[8619, 25858, 12929, 38788, 19394, 9697, 29092, 14546, 7273, 21820, 10910, 5455, 16366, 8183, 24550, 12275, 36826, 18413, 55240, 27620, 13810, 6905, 20716, 10358, 5179, 15538, 7769, 23308, 11654, 5827, 17482, 8741, 26224, 13112, 6556, 3278, 1639, 4918, 2459, 7378, 3689, 11068, 5534, 2767, 8302, 4151, 12454, 6227, 18682, 9341, 28024, 14012, 7006, 3503, 10510, 5255, 15766, 7883, 23650, 11825, 35476, 17738, 8869, 26608, 13304, 6652, 3326, 1663, 4990, 2495, 7486, 3743, 11230, 5615, 16846, 8423, 25270, 12635, 37906, 18953, 56860, 28430, 14215, 42646, 21323, 63970, 31985, 95956, 47978, 23989, 71968, 35984, 17992, 8996, 4498, 2249, 6748, 3374, 1687, 5062]"
8620,172,1276936,"[8620, 4310, 2155, 6466, 3233, 9700, 4850, 2425, 7276, 3638, 1819, 5458, 2729, 8188, 4094, 2047, 6142, 3071, 9214, 4607, 13822, 6911, 20734, 10367, 31102, 15551, 46654, 23327, 69982, 34991, 104974, 52487, 157462, 78731, 236194, 118097, 354292, 177146, 88573, 265720, 132860, 66430, 33215, 99646, 49823, 149470, 74735, 224206, 112103, 336310, 168155, 504466, 252233, 756700, 378350, 189175, 567526, 283763, 851290, 425645, 1276936, 638468, 319234, 159617, 478852, 239426, 119713, 359140, 179570, 89785, 269356, 134678, 67339, 202018, 101009, 303028, 151514, 75757, 227272, 113636, 56818, 28409, 85228, 42614, 21307, 63922, 31961, 95884, 47942, 23971, 71914, 35957, 107872, 53936, 26968, 13484, 6742, 3371, 10114, 5057]"
8621,172,1276936,"[8621, 25864, 12932, 6466, 3233, 9700, 4850, 2425, 7276, 3638, 1819, 5458, 2729, 8188, 4094, 2047, 6142, 3071, 9214, 4607, 13822, 6911, 20734, 10367, 31102, 15551, 46654, 23327, 69982, 34991, 104974, 52487, 157462, 78731, 236194, 118097, 354292, 177146, 88573, 265720, 132860, 66430, 33215, 99646, 49823, 149470, 74735, 224206, 112103, 336310, 168155, 504466, 252233, 756700, 378350, 189175, 567526, 283763, 851290, 425645, 1276936, 638468, 319234, 159617, 478852, 239426, 119713, 359140, 179570, 89785, 269356, 134678, 67339, 202018, 101009, 303028, 151514, 75757, 227272, 113636, 56818, 28409, 85228, 42614, 21307, 63922, 31961, 95884, 47942, 23971, 71914, 35957, 107872, 53936, 26968, 13484, 6742, 3371, 10114, 5057]"
8622,172,1276936,"[8622, 4311, 12934, 6467, 19402, 9701, 29104, 14552, 7276, 3638, 1819, 5458, 2729, 8188, 4094, 2047, 6142, 3071, 9214, 4607, 13822, 6911, 20734, 10367, 31102, 15551, 46654, 23327, 69982, 34991, 104974, 52487, 157462, 78731, 236194, 118097, 354292, 177146, 88573, 265720, 132860, 66430, 33215, 99646, 49823, 149470, 74735, 224206, 112103, 336310, 168155, 504466, 252233, 756700, 378350, 189175, 567526, 283763, 851290, 425645, 1276936, 638468, 319234, 159617, 478852, 239426, 119713, 359140, 179570, 89785, 269356, 134678, 67339, 202018, 101009, 303028, 151514, 75757, 227272, 113636, 56818, 28409, 85228, 42614, 21307, 63922, 31961, 95884, 47942, 23971, 71914, 35957, 107872, 53936, 26968, 13484, 6742, 3371, 10114, 5057]"
8623,79,118096,"[8623, 25870, 12935, 38806, 19403, 58210, 29105, 87316, 43658, 21829, 65488, 32744, 16372, 8186, 4093, 12280, 6140, 3070, 1535, 4606, 2303, 6910, 3455, 10366, 5183, 15550, 7775, 23326, 11663, 34990, 17495, 52486, 26243, 78730, 39365, 118096, 59048, 29524, 14762, 7381, 22144, 11072, 5536, 2768, 1384, 692, 346, 173, 520, 260, 130, 65, 196, 98, 49, 148, 74, 37, 112, 56, 28, 14, 7, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
8624,53,9232,"[8624, 4312, 2156, 1078, 539, 1618, 809, 2428, 1214, 607, 1822, 911, 2734, 1367, 4102, 2051, 6154, 3077, 9232, 4616, 2308, 1154, 577, 1732, 866, 433, 1300, 650, 325, 976, 488, 244, 122, 61, 184, 92, 46, 23, 70, 35, 106, 53, 160, 80, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
8625,53,25876,"[8625, 25876, 12938, 6469, 19408, 9704, 4852, 2426, 1213, 3640, 1820, 910, 455, 1366, 683, 2050, 1025, 3076, 1538, 769, 2308, 1154, 577, 1732, 866, 433, 1300, 650, 325, 976, 488, 244, 122, 61, 184, 92, 46, 23, 70, 35, 106, 53, 160, 80, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
8626,53,14560,"[8626, 4313, 12940, 6470, 3235, 9706, 4853, 14560, 7280, 3640, 1820, 910, 455, 1366, 683, 2050, 1025, 3076, 1538, 769, 2308, 1154, 577, 1732, 866, 433, 1300, 650, 325, 976, 488, 244, 122, 61, 184, 92, 46, 23, 70, 35, 106, 53, 160, 80, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
8627,53,38824,"[8627, 25882, 12941, 38824, 19412, 9706, 4853, 14560, 7280, 3640, 1820, 910, 455, 1366, 683, 2050, 1025, 3076, 1538, 769, 2308, 1154, 577, 1732, 866, 433, 1300, 650, 325, 976, 488, 244, 122, 61, 184, 92, 46, 23, 70, 35, 106, 53, 160, 80, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
8628,53,9232,"[8628, 4314, 2157, 6472, 3236, 1618, 809, 2428, 1214, 607, 1822, 911, 2734, 1367, 4102, 2051, 6154, 3077, 9232, 4616, 2308, 1154, 577, 1732, 866, 433, 1300, 650, 325, 976, 488, 244, 122, 61, 184, 92, 46, 23, 70, 35, 106, 53, 160, 80, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
8629,53,25888,"[8629, 25888, 12944, 6472, 3236, 1618, 809, 2428, 1214, 607, 1822, 911, 2734, 1367, 4102, 2051, 6154, 3077, 9232, 4616, 2308, 1154, 577, 1732, 866, 433, 1300, 650, 325, 976, 488, 244, 122, 61, 184, 92, 46, 23, 70, 35, 106, 53, 160, 80, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
8630,128,32776,"[8630, 4315, 12946, 6473, 19420, 9710, 4855, 14566, 7283, 21850, 10925, 32776, 16388, 8194, 4097, 12292, 6146, 3073, 9220, 4610, 2305, 6916, 3458, 1729, 5188, 2594, 1297, 3892, 1946, 973, 2920, 1460, 730, 365, 1096, 548, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890, 445, 1336, 668, 334, 167, 502, 251, 754, 377, 1132, 566, 283, 850, 425, 1276, 638, 319, 958, 479, 1438, 719, 2158, 1079, 3238, 1619, 4858, 2429, 7288, 3644, 1822, 911, 2734, 1367, 4102, 2051, 6154, 3077, 9232, 4616, 2308, 1154, 577, 1732, 866]"
8631,128,58264,"[8631, 25894, 12947, 38842, 19421, 58264, 29132, 14566, 7283, 21850, 10925, 32776, 16388, 8194, 4097, 12292, 6146, 3073, 9220, 4610, 2305, 6916, 3458, 1729, 5188, 2594, 1297, 3892, 1946, 973, 2920, 1460, 730, 365, 1096, 548, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890, 445, 1336, 668, 334, 167, 502, 251, 754, 377, 1132, 566, 283, 850, 425, 1276, 638, 319, 958, 479, 1438, 719, 2158, 1079, 3238, 1619, 4858, 2429, 7288, 3644, 1822, 911, 2734, 1367, 4102, 2051, 6154, 3077, 9232, 4616, 2308, 1154, 577, 1732, 866]"
8632,53,9232,"[8632, 4316, 2158, 1079, 3238, 1619, 4858, 2429, 7288, 3644, 1822, 911, 2734, 1367, 4102, 2051, 6154, 3077, 9232, 4616, 2308, 1154, 577, 1732, 866, 433, 1300, 650, 325, 976, 488, 244, 122, 61, 184, 92, 46, 23, 70, 35, 106, 53, 160, 80, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
8633,53,29140,"[8633, 25900, 12950, 6475, 19426, 9713, 29140, 14570, 7285, 21856, 10928, 5464, 2732, 1366, 683, 2050, 1025, 3076, 1538, 769, 2308, 1154, 577, 1732, 866, 433, 1300, 650, 325, 976, 488, 244, 122, 61, 184, 92, 46, 23, 70, 35, 106, 53, 160, 80, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
8634,53,12952,"[8634, 4317, 12952, 6476, 3238, 1619, 4858, 2429, 7288, 3644, 1822, 911, 2734, 1367, 4102, 2051, 6154, 3077, 9232, 4616, 2308, 1154, 577, 1732, 866, 433, 1300, 650, 325, 976, 488, 244, 122, 61, 184, 92, 46, 23, 70, 35, 106, 53, 160, 80, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
8635,172,43720,"[8635, 25906, 12953, 38860, 19430, 9715, 29146, 14573, 43720, 21860, 10930, 5465, 16396, 8198, 4099, 12298, 6149, 18448, 9224, 4612, 2306, 1153, 3460, 1730, 865, 2596, 1298, 649, 1948, 974, 487, 1462, 731, 2194, 1097, 3292, 1646, 823, 2470, 1235, 3706, 1853, 5560, 2780, 1390, 695, 2086, 1043, 3130, 1565, 4696, 2348, 1174, 587, 1762, 881, 2644, 1322, 661, 1984, 992, 496, 248, 124, 62, 31, 94, 47, 142, 71, 214, 107, 322, 161, 484, 242, 121, 364, 182, 91, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890]"
8636,128,41524,"[8636, 4318, 2159, 6478, 3239, 9718, 4859, 14578, 7289, 21868, 10934, 5467, 16402, 8201, 24604, 12302, 6151, 18454, 9227, 27682, 13841, 41524, 20762, 10381, 31144, 15572, 7786, 3893, 11680, 5840, 2920, 1460, 730, 365, 1096, 548, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890, 445, 1336, 668, 334, 167, 502, 251, 754, 377, 1132, 566, 283, 850, 425, 1276, 638, 319, 958, 479, 1438, 719, 2158, 1079, 3238, 1619, 4858, 2429, 7288, 3644, 1822, 911, 2734, 1367, 4102, 2051, 6154, 3077, 9232, 4616, 2308, 1154, 577, 1732, 866]"
8637,128,41524,"[8637, 25912, 12956, 6478, 3239, 9718, 4859, 14578, 7289, 21868, 10934, 5467, 16402, 8201, 24604, 12302, 6151, 18454, 9227, 27682, 13841, 41524, 20762, 10381, 31144, 15572, 7786, 3893, 11680, 5840, 2920, 1460, 730, 365, 1096, 548, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890, 445, 1336, 668, 334, 167, 502, 251, 754, 377, 1132, 566, 283, 850, 425, 1276, 638, 319, 958, 479, 1438, 719, 2158, 1079, 3238, 1619, 4858, 2429, 7288, 3644, 1822, 911, 2734, 1367, 4102, 2051, 6154, 3077, 9232, 4616, 2308, 1154, 577, 1732, 866]"
8638,128,65608,"[8638, 4319, 12958, 6479, 19438, 9719, 29158, 14579, 43738, 21869, 65608, 32804, 16402, 8201, 24604, 12302, 6151, 18454, 9227, 27682, 13841, 41524, 20762, 10381, 31144, 15572, 7786, 3893, 11680, 5840, 2920, 1460, 730, 365, 1096, 548, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890, 445, 1336, 668, 334, 167, 502, 251, 754, 377, 1132, 566, 283, 850, 425, 1276, 638, 319, 958, 479, 1438, 719, 2158, 1079, 3238, 1619, 4858, 2429, 7288, 3644, 1822, 911, 2734, 1367, 4102, 2051, 6154, 3077, 9232, 4616, 2308, 1154, 577, 1732, 866]"
8639,110,897856,"[8639, 25918, 12959, 38878, 19439, 58318, 29159, 87478, 43739, 131218, 65609, 196828, 98414, 49207, 147622, 73811, 221434, 110717, 332152, 166076, 83038, 41519, 124558, 62279, 186838, 93419, 280258, 140129, 420388, 210194, 105097, 315292, 157646, 78823, 236470, 118235, 354706, 177353, 532060, 266030, 133015, 399046, 199523, 598570, 299285, 897856, 448928, 224464, 112232, 56116, 28058, 14029, 42088, 21044, 10522, 5261, 15784, 7892, 3946, 1973, 5920, 2960, 1480, 740, 370, 185, 556, 278, 139, 418, 209, 628, 314, 157, 472, 236, 118, 59, 178, 89, 268, 134, 67, 202, 101, 304, 152, 76, 38, 19, 58, 29, 88, 44, 22, 11, 34, 17, 52, 26]"
8640,48,8640,"[8640, 4320, 2160, 1080, 540, 270, 135, 406, 203, 610, 305, 916, 458, 229, 688, 344, 172, 86, 43, 130, 65, 196, 98, 49, 148, 74, 37, 112, 56, 28, 14, 7, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
8641,172,27700,"[8641, 25924, 12962, 6481, 19444, 9722, 4861, 14584, 7292, 3646, 1823, 5470, 2735, 8206, 4103, 12310, 6155, 18466, 9233, 27700, 13850, 6925, 20776, 10388, 5194, 2597, 7792, 3896, 1948, 974, 487, 1462, 731, 2194, 1097, 3292, 1646, 823, 2470, 1235, 3706, 1853, 5560, 2780, 1390, 695, 2086, 1043, 3130, 1565, 4696, 2348, 1174, 587, 1762, 881, 2644, 1322, 661, 1984, 992, 496, 248, 124, 62, 31, 94, 47, 142, 71, 214, 107, 322, 161, 484, 242, 121, 364, 182, 91, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890]"
8642,172,83104,"[8642, 4321, 12964, 6482, 3241, 9724, 4862, 2431, 7294, 3647, 10942, 5471, 16414, 8207, 24622, 12311, 36934, 18467, 55402, 27701, 83104, 41552, 20776, 10388, 5194, 2597, 7792, 3896, 1948, 974, 487, 1462, 731, 2194, 1097, 3292, 1646, 823, 2470, 1235, 3706, 1853, 5560, 2780, 1390, 695, 2086, 1043, 3130, 1565, 4696, 2348, 1174, 587, 1762, 881, 2644, 1322, 661, 1984, 992, 496, 248, 124, 62, 31, 94, 47, 142, 71, 214, 107, 322, 161, 484, 242, 121, 364, 182, 91, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890]"
8643,172,83104,"[8643, 25930, 12965, 38896, 19448, 9724, 4862, 2431, 7294, 3647, 10942, 5471, 16414, 8207, 24622, 12311, 36934, 18467, 55402, 27701, 83104, 41552, 20776, 10388, 5194, 2597, 7792, 3896, 1948, 974, 487, 1462, 731, 2194, 1097, 3292, 1646, 823, 2470, 1235, 3706, 1853, 5560, 2780, 1390, 695, 2086, 1043, 3130, 1565, 4696, 2348, 1174, 587, 1762, 881, 2644, 1322, 661, 1984, 992, 496, 248, 124, 62, 31, 94, 47, 142, 71, 214, 107, 322, 161, 484, 242, 121, 364, 182, 91, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890]"
8644,35,8644,"[8644, 4322, 2161, 6484, 3242, 1621, 4864, 2432, 1216, 608, 304, 152, 76, 38, 19, 58, 29, 88, 44, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
8645,35,25936,"[8645, 25936, 12968, 6484, 3242, 1621, 4864, 2432, 1216, 608, 304, 152, 76, 38, 19, 58, 29, 88, 44, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
8646,35,19456,"[8646, 4323, 12970, 6485, 19456, 9728, 4864, 2432, 1216, 608, 304, 152, 76, 38, 19, 58, 29, 88, 44, 22, 11, 34, 17, 52, 26, 13, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
8647,53,58372,"[8647, 25942, 12971, 38914, 19457, 58372, 29186, 14593, 43780, 21890, 10945, 32836, 16418, 8209, 24628, 12314, 6157, 18472, 9236, 4618, 2309, 6928, 3464, 1732, 866, 433, 1300, 650, 325, 976, 488, 244, 122, 61, 184, 92, 46, 23, 70, 35, 106, 53, 160, 80, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
8648,141,9232,"[8648, 4324, 2162, 1081, 3244, 1622, 811, 2434, 1217, 3652, 1826, 913, 2740, 1370, 685, 2056, 1028, 514, 257, 772, 386, 193, 580, 290, 145, 436, 218, 109, 328, 164, 82, 41, 124, 62, 31, 94, 47, 142, 71, 214, 107, 322, 161, 484, 242, 121, 364, 182, 91, 274, 137, 412, 206, 103, 310, 155, 466, 233, 700, 350, 175, 526, 263, 790, 395, 1186, 593, 1780, 890, 445, 1336, 668, 334, 167, 502, 251, 754, 377, 1132, 566, 283, 850, 425, 1276, 638, 319, 958, 479, 1438, 719, 2158, 1079, 3238, 1619, 4858, 2429, 7288, 3644, 1822, 911]"
8649,53,43792,"[8649, 25948, 12974, 6487, 19462, 9731, 29194, 14597, 43792, 21896, 10948, 5474, 2737, 8212, 4106, 2053, 6160, 3080, 1540, 770, 385, 1156, 578, 289, 868, 434, 217, 652, 326, 163, 490, 245, 736, 368, 184, 92, 46, 23, 70, 35, 106, 53, 160, 80, 40, 20, 10, 5, 16, 8, 4, 2, 1]"
